,average_price_per_area,price,area,bedrooms,airconditioning,bathrooms,guestroom,prefarea,furnishingstatus
483,1422.2824246528953,4200000,2953,3,1,1,0,0,0
484,1423.7288135593221,5040000,3540,2,0,1,1,0,1
485,1425.9259259259259,3080000,2160,3,0,1,0,0,1
486,1427.1844660194174,7350000,5150,3,1,2,0,0,1
487,1430.701754385965,4893000,3420,4,1,2,0,0,1
488,1446.6666666666667,10850000,7500,3,1,3,0,1,1
489,1497.2222222222222,3773000,2520,5,1,2,0,0,0
490,1508.7976539589442,5145000,3410,3,1,1,0,0,1
491,1515.0684931506848,5530000,3650,3,0,2,0,0,1
492,1516.6666666666667,9100000,6000,4,0,1,0,0,1
493,1519.5550771438823,4235000,2787,3,0,1,0,1,0
494,1527.2727272727273,8400000,5500,4,1,2,0,1,1
495,1528.8194444444443,4403000,2880,3,0,1,0,1,1
496,1528.9406625409538,4200000,2747,4,0,2,0,0,1
497,1533.7995337995337,3290000,2145,3,0,1,0,1,0
498,1536.5853658536585,6300000,4100,3,1,2,0,0,1
499,1537.7358490566037,11410000,7420,4,1,1,1,0,0
500,1553.3799533799533,3332000,2145,3,0,1,0,1,0
501,1561.0328638497654,6650000,4260,4,0,2,0,0,1
502,1599.067599067599,3430000,2145,3,0,1,0,1,0
503,1600.0,3640000,2275,3,1,1,0,1,1
504,1608.1081081081081,5950000,3700,4,1,1,1,0,0
505,1609.1954022988505,4200000,2610,4,0,3,0,0,1
506,1609.7560975609756,4620000,2870,2,0,1,1,1,1
507,1613.5,9681000,6000,4,0,3,1,0,1
508,1615.3846153846155,3465000,2145,3,0,1,0,1,0
509,1628.6666666666667,12215000,7500,4,1,2,0,1,0
510,1633.3333333333333,4900000,3000,3,1,1,0,0,1
511,1635.1010101010102,6475000,3960,3,0,1,0,0,1
512,1639.344262295082,3500000,2135,3,0,2,0,0,0
513,1639.9371069182387,5215000,3180,3,0,2,0,0,1
514,1646.039603960396,6650000,4040,3,0,1,0,0,0
515,1649.8316498316497,4900000,2970,3,0,1,0,0,1
516,1653.75,6615000,4000,3,1,2,0,0,1
517,1675.7575757575755,5530000,3300,3,0,3,0,0,1
518,1697.5,6790000,4000,3,1,2,0,1,1
519,1699.7950819672128,8295000,4880,4,1,2,0,1,0
520,1703.3333333333333,5110000,3000,3,0,2,1,0,0
521,1703.3333333333333,5110000,3000,3,0,1,0,0,0
522,1704.3478260869565,9800000,5750,3,1,2,1,1,0
523,1731.382978723404,6510000,3760,3,0,1,0,0,1
524,1733.3333333333333,5460000,3150,3,1,2,1,0,0
525,1733.720930232558,7455000,4300,3,0,2,0,0,0
526,1758.974358974359,3430000,1950,3,0,2,0,1,0
527,1769.3014705882354,3850000,2176,2,0,1,1,1,1
528,1770.0,4956000,2800,3,1,2,0,0,1
529,1784.3137254901962,4550000,2550,3,0,1,0,0,0
530,1792.4528301886792,13300000,7420,4,1,2,0,1,0
531,1806.4516129032259,4200000,2325,3,0,1,0,0,1
532,1827.5058275058277,3920000,2145,4,0,2,0,1,0
533,1885.030864197531,6107500,3240,4,0,1,0,0,1
534,1895.8333333333333,8645000,4560,3,1,2,1,0,0
535,1909.0909090909088,3150000,1650,3,0,1,0,0,0
536,1910.6699751861045,3850000,2015,3,0,1,0,1,1
537,1932.608695652174,8890000,4600,3,1,2,1,0,0
538,1950.6567270145545,5495000,2817,4,0,2,1,0,0
539,1958.041958041958,4200000,2145,3,0,1,0,1,0
540,1963.2183908045977,4270000,2175,3,1,1,1,0,0
541,2025.462962962963,8750000,4320,3,0,1,0,0,1
542,2278.215223097113,4340000,1905,5,0,1,0,0,1
543,2640.0,9240000,3500,4,0,2,0,0,0
